ABC19980108.1830.0711_20|Nobody believe this any more .
wsj_0736_5|Additionally , the bank is increasing its loan-loss reserves for the third quarter by $8.5 million before taxes .
wsj_0736_6|In the year-earlier third quarter , Poughkeepsie Savings had net income of $2.8 million , or 77 cents a share .
wsj_0736_7|Poughkeepsie said it is continuing to try to sell itself , under a June agreement with a dissident-shareholder group .
wsj_0736_0|Poughkeepsie Savings Bank said a plan to sell its South Carolina branch offices to First Citizens Bank , of Columbia , S.C. , fell through .
wsj_0736_1|Poughkeepsie also expects to post a one-time charge of $8.3 million , resulting in a net loss for the third quarter .
wsj_0736_2|The charge represents a write-down of the goodwill associated with Poughkeepsie 's investment in the banks it is trying to sell and its North Carolina branches as well .
wsj_0736_3|The thrift announced the plan Aug. 21 .
wsj_0736_8|The bank also said its effort would continue past the Nov. 1 deadline set in that agreement and that the litigation between the two sides might resume as a result .
wsj_0736_9|The thrift and the holders had suspended their lawsuits as part of the agreement .
APW19980418.0210_0|BUDAPEST , Hungary ( AP ) _ Tired of being sidelined , Hungarian astronaut Bertalan Farkas is leaving for the United States to start a new career , he said Saturday .
APW19980418.0210_1|` ` Being 48 is too early to be retired , ' ' a fit-looking Farkas said on state TV 's morning talk show .
APW19980418.0210_2|With American astronaut Jon McBride , Farkas set up an American-Hungarian joint venture called Orion 1980 , manufacturing space-travel related technology .
APW19980418.0210_3|Farkas will move to the company 's U.S. headquarters .
APW19980418.0210_4|Farkas , an air force captain , was sent into space on board the Soyuz 36 on May 26 , 1980 .
APW19980418.0210_5|He spent six days aboard the Salyut 6 spacecraft with three Soviet astronauts , Valery Kubasov , Leonid Popov and Valery Riumin .
APW19980418.0210_6|McBride , 54 , of Lewisburg , West Virginia , was part of a seven-member crew aboard the Orbiter Challenger in October 1984 and later served as assistant administrator for congressional relations for NASA .
APW19980418.0210_7|Farkas expressed the hope he one day follow in the footsteps of fellow astronaut John Glenn , who at 77 is about to go into space again .
APW19980418.0210_8|On May 22 , 1995 , Farkas was made a brigadier general , and the following year he was appointed military attache at the Hungarian embassy in Washington .
APW19980418.0210_9|However , cited by District of Columbia traffic police in December for driving under the influence of alcohol , Farkas was ordered home and retired .
VOA19980303.1600.0917_3|Organizers state the two days of music , dancing , and speeches is expected to draw some two million people .
VOA19980303.1600.0917_2|Nigeria state radio says thousands of people began gathering in the capital Abuja early Tuesday for the two day rally supporting General Sani Abacha 's candidacy .
VOA19980303.1600.0917_1|Meanwhile , as VOA West Africa Correspondent Purnell Murdock reports , General Abacha 's supporters began a two day rally in the capital , Abuja , to urge him to compete in this year 's election .
VOA19980303.1600.0917_0|Nigerian security forces clashed in Lagos with anti-government demonstrators who were protesting calls for military leader Sani Abacha to run for president .
VOA19980303.1600.0917_7|Purnell Murdock , VOA News .
VOA19980303.1600.0917_6|Some analysts say the outcome of a face off between the police and anti Abacha political groups will be a test of the opposition 's resolve .
VOA19980303.1600.0917_5|Although General Abacha had not publicly announced his candidacy , many people believe an Abacha presidency is a foregone conclusion .
VOA19980303.1600.0917_4|But as supporters of the military leader gathered in the north , riot police deployed in Nigeria 's southern commercial capital Lagos , to break up a protest rally called by the political opposition .
WSJ910225-0066_48|He argued setting an explicit deadline for Saddam Hussein to break would , when it was broken , give the U.S. military a clear green light to proceed .
WSJ910225-0066_49|In setting out his final challenge to Saddam Hussein , Mr. Bush continued the intensive personal diplomacy he began after the invasion llast August .
wsj_0316_1|for stock valued at about $18 million .
AP900816-0139_46|The Jordanian monarch met this week with Saddam , but he told reporters he had no message from Baghdad .
AP900816-0139_47|` ` I am not talking on behalf of anyone in the area . . .
AP900816-0139_44|` ` It 's our only outlet to the sea and the rest of the world , ' ' Hussein said .
AP900816-0139_45|He also said of trade with Iraq : ` ` There are no shipments at the moment . ' ' A day earlier , scores of trucks , many with Iraqi license plates , streamed north out of Aqaba to Amman and onto the desert highway bound for Iraq .
AP900816-0139_42|Bush has indicated the U.S. Navy will barricade the port from Iraqi ships .
AP900816-0139_43|The president also has offered to help offset Jordan 's costs because 40 percent of its exports go to Iraq and 90 percent of its oil comes from there .
AP900816-0139_40|Bush 's chief objective in his meeting with Hussein was to press the king to shut down Iraq 's food and oil supply route from Aqaba on the Red Sea .
AP900816-0139_41|Aqaba is Iraq 's only outlet now that an international noose has tightened .
APW19980626.0364_0|BONN , Germany ( AP ) _ A phony address listed on disclosure forms for a French donor will cost the far-right German People 's Union about 549,000 marks ( dlrs 305,000 ) , parliament said Friday .
AP900816-0139_48|but myself , ' ' Hussein said .
AP900816-0139_49|In the United Nations , Libya called for the replacement of U.S. forces in the Persian Gulf with Arab League forces and U.N. soldiers .
APW19980227.0494_10|In their joint statement issued after the talks , Yeltsin and Kuchma called for the fastest possible ratification of the treaty , saying it would create a ` ` strong legal foundation ' ' for bilateral ties and help stability in Europe .
APW19980227.0494_11|Kuchma assured Yeltsin that Ukraine would not join NATO , Yeltsin 's spokesman Sergei Yastrzhembsky said , according to the Interfax news agency .
APW19980227.0494_12|The Russian leadership has staunchly opposed the western alliance 's expansion into Eastern Europe .
APW19980227.0494_13|In their joint statement , released by the Kremlin , the two leaders also pledged to consult each other regularly on their approaches to relations with NATO and , in particular , their action within the framework of NATO 's Partnership for Peace program .
APW19980227.0494_14|Last year , Russian officials assailed Ukraine for holding joint naval exercises with NATO in the Black Sea _ an area Moscow considers its own turf .
APW19980227.0494_15|Kuchma has said repeatedly that Ukraine would remain neutral for the foreseeable future .
APW19980227.0494_16|Yeltsin and Kuchma also called for developing the stagnant relations between the members of the Commonwealth of Independent States , a loose coalition of former Soviet republics .
APW19980227.0494_17|In the past , Russia has often claimed that Ukraine was undermining efforts at closer cooperation within the CIS .
